#   Time, ps   E_tot           T, K       Box-X
   15.300000  -89.162354  124.592377    4.350292
   15.400000  -96.888916  122.184158    4.350302
   15.500000  -96.346863  126.039795    4.350312
   15.600000  -101.043030  124.914993    4.350313
   15.700000  -130.155884  120.824364    4.350309
   15.800000  -104.887024  124.679642    4.350308
   15.900000  -110.003479  121.965538    4.350314
   16.000000  -130.369019  121.168274    4.350320
   16.100000  -140.751038  119.602280    4.350315
   16.200000  -141.891968  118.706482    4.350312
   16.300000  -140.767517  119.447746    4.350310
   16.400000  -140.658691  121.770882    4.350303
   16.500000  -147.661011  118.705528    4.350293
   16.600000  -153.138672  114.829918    4.350298
   16.700000  -166.145935  115.281471    4.350313
   16.800000  -183.389221  113.471550    4.350316
   16.900000  -165.489990  116.782364    4.350316
   17.000000  -162.179871  120.365166    4.350310
   17.100000  -169.855286  118.380119    4.350293
   17.200000  -175.485962  119.147186    4.350277
   17.300000  -174.668579  115.172333    4.350266
   17.400000  -180.224548  114.514557    4.350273
   17.500000  -159.009155  117.001526    4.350281
   17.600000  -135.625610  120.830910    4.350291
   17.700000  -142.019165  119.812660    4.350302
   17.800000  -142.296143  123.436172    4.350296
   17.900000  -187.659485  115.672119    4.350283
   18.000000  -212.419067  111.417709    4.350272
   18.100000  -221.955750  108.453819    4.350266
   18.200000  -214.424438  106.874687    4.350270
   18.300000  -227.656799  105.666077    4.350284
   18.400000  -204.067017  111.276466    4.350284
   18.500000  -184.498779  114.932655    4.350274
   18.600000  -184.903015  111.306847    4.350264
   18.700000  -185.933044  111.523232    4.350257
   18.800000  -188.319458  112.724846    4.350242
   18.900000  -196.843689  110.891846    4.350220
   19.000000  -176.136230  114.065666    4.350193
   19.100000  -187.807983  110.892052    4.350169
   19.200000  -172.278320  114.075233    4.350149
   19.300000  -172.573242  112.124748    4.350138
   19.400000  -170.156616  110.286217    4.350142
   19.500000  -165.328857  112.526558    4.350153
   19.600000  -153.489014  116.041847    4.350153
   19.700000  -168.402344  116.635597    4.350138
   19.800000  -173.737793  114.508621    4.350117
   19.900000  -155.682739  115.056503    4.350105
   20.000000  -146.381531  118.243538    4.350096
   20.100000  -129.679565  121.375244    4.350079
   20.200000  -133.424744  119.880470    4.350065
   20.300000  -177.236450  112.650566    4.350062
   20.400000  -149.807800  115.862350    4.350065
   20.500000  -142.263000  116.552727    4.350080
   20.600000  -142.737976  115.492043    4.350101
   20.700000  -131.698425  119.182861    4.350113
   20.800000  -175.410461  113.496780    4.350116
   20.900000  -188.733093  110.470200    4.350111
   21.000000  -174.035156  113.243515    4.350102
   21.100000  -147.802124  118.001190    4.350088
   21.200000  -125.125305  120.224640    4.350076
   21.300000  -130.282349  118.873795    4.350063
   21.400000  -146.604004  116.316910    4.350055
   21.500000  -116.137756  123.895172    4.350039
   21.600000  -66.210022  129.776855    4.350025
   21.700000  -76.554932  126.641617    4.350030
   21.800000  -57.244202  129.728760    4.350040
   21.900000  -54.961792  128.410568    4.350061
   22.000000  -103.056030  122.341759    4.350074
   22.100000  -98.280701  124.875488    4.350072
   22.200000  -111.734253  123.056290    4.350060
   22.300000  -106.383667  125.069893    4.350044
   22.400000  -111.538208  122.564423    4.350032
   22.500000  -114.943665  122.219482    4.350031
   22.600000  -97.504150  125.466980    4.350032
   22.700000  -91.184753  123.929405    4.350047
   22.800000  -78.093628  130.277863    4.350060
   22.900000  -108.161377  123.338074    4.350063
   23.000000  -135.806274  120.779854    4.350062
   23.100000  -136.090515  118.322624    4.350059
   23.200000  -156.260132  117.798706    4.350050
   23.300000  -135.167297  119.895226    4.350037
   23.400000  -136.269287  118.859795    4.350029
   23.500000  -161.896667  114.187370    4.350025
   23.600000  -138.136414  119.297813    4.350017
   23.700000  -146.427246  117.263023    4.350009
   23.800000  -170.424988  112.337807    4.350007
   23.900000  -183.505005  112.445595    4.350002
   24.000000  -167.981567  114.349884    4.349988
   24.100000  -157.779358  112.431000    4.349981
   24.200000  -148.243286  116.820915    4.349981
   24.300000  -145.182373  117.116982    4.349973
   24.400000  -128.339355  119.319481    4.349962
   24.500000  -105.582642  123.248665    4.349957
   24.600000  -92.566772  122.893959    4.349960
   24.700000  -101.936707  123.399261    4.349966
   24.800000  -99.412903  122.770607    4.349969
   24.900000  -101.422363  124.795532    4.349970
   25.000000  -113.194153  122.589401    4.349962
   25.100000  -95.624451  122.391319    4.349966
   25.200000  -116.556885  121.873505    4.349976
   25.300000  -117.207275  119.830330    4.349981
   25.400000  -120.246887  119.331581    4.350000
   25.500000  -113.886475  122.348686    4.350013
   25.600000  -110.754822  123.821716    4.350011
   25.700000  -102.401672  123.485214    4.350008
   25.800000  -110.124756  122.290283    4.350007
   25.900000  -109.310974  123.110825    4.350001
   26.000000  -82.075745  126.081818    4.349998
   26.100000  -81.478088  127.708443    4.349993
   26.200000  -82.963501  126.360313    4.349987
   26.300000  -91.468323  125.015724    4.349984
   26.400000  -86.549988  125.420967    4.349984
   26.500000  -94.291382  123.368385    4.349988
   26.600000  -77.946716  126.855789    4.349994
   26.700000  -98.187134  125.098396    4.349995
   26.800000  -108.868347  123.560944    4.349995
   26.900000  -110.178711  120.948204    4.350001
   27.000000  -114.516052  122.201210    4.350010
   27.100000  -137.532104  119.063278    4.350014
   27.200000  -129.598938  121.227921    4.350017
   27.300000  -118.433044  122.594894    4.350016
   27.400000  -122.759094  123.593292    4.350013
   27.500000  -134.080200  123.813721    4.349998
   27.600000  -120.446533  122.686569    4.349985
   27.700000  -134.578125  119.931152    4.349983
   27.800000  -137.171875  120.885277    4.349983
   27.900000  -150.604980  118.477463    4.349981
   28.000000  -145.642700  117.845047    4.349985
   28.100000  -155.232544  118.052299    4.349983
   28.200000  -159.713318  117.793510    4.349969
   28.300000  -159.262146  119.144753    4.349946
   28.400000  -161.676758  117.178459    4.349919
   28.500000  -142.583862  118.143730    4.349905
   28.600000  -161.150269  115.625824    4.349898
   28.700000  -131.139954  121.363373    4.349888
   28.800000  -126.406738  121.206108    4.349879
   28.900000  -116.275513  122.270393    4.349873
   29.000000  -91.953003  125.258003    4.349869
   29.100000  -88.714294  125.344604    4.349867
   29.200000  -97.699402  125.185448    4.349860
   29.300000  -100.148560  124.755875    4.349845
   29.400000  -102.511597  122.502678    4.349832
   29.500000  -133.683350  117.072693    4.349826
   29.600000  -114.769348  122.480026    4.349816
   29.700000  -120.524109  120.692078    4.349806
   29.800000  -124.853088  119.860214    4.349805
   29.900000  -136.764954  117.896622    4.349812
   30.000000  -144.024902  118.187782    4.349821
   30.100000  -155.963074  115.262291    4.349830
   30.200000  -156.343323  118.598907    4.349838
   30.300000  -174.129028  114.839355    4.349841
   30.400000  -164.273376  116.713783    4.349850
   30.500000  -139.491882  121.112114    4.349855
   30.600000  -133.994751  124.123062    4.349862
   30.700000  -174.932190  116.354919    4.349852
   30.800000  -159.361206  118.533409    4.349846
   30.900000  -181.325378  115.081757    4.349838
   31.000000  -173.180969  113.264877    4.349835
   31.100000  -148.876465  119.296051    4.349841
   31.200000  -146.058716  119.302757    4.349836
   31.300000  -142.555481  117.183365    4.349835
   31.400000  -153.536072  116.956284    4.349834
   31.500000  -149.270264  119.271057    4.349821
   31.600000  -182.497681  114.143044    4.349797
   31.700000  -172.229126  113.394905    4.349778
   31.800000  -169.554199  113.745537    4.349768
   31.900000  -151.354370  118.449722    4.349755
   32.000000  -161.727295  113.750130    4.349743
   32.100000  -159.314941  115.465897    4.349741
   32.200000  -126.664246  119.845612    4.349737
   32.300000  -137.124939  117.137947    4.349739
   32.400000  -104.061829  124.024765    4.349740
   32.500000  -98.858337  125.023674    4.349739
   32.600000  -132.404053  119.960609    4.349737
   32.700000  -142.187500  119.819656    4.349733
   32.800000  -138.426208  120.035507    4.349723
   32.900000  -144.261108  119.628761    4.349714
   33.000000  -116.479370  123.484520    4.349706
   33.100000  -101.074524  124.059669    4.349709
   33.200000  -101.457520  123.283554    4.349719
   33.300000  -103.554321  123.202538    4.349735
   33.400000  -112.811768  126.027374    4.349740
   33.500000  -112.381165  127.652649    4.349725
   33.600000  -133.221558  121.941010    4.349706
   33.700000  -135.545471  119.272751    4.349700
   33.800000  -136.157837  119.209282    4.349703
   33.900000  -134.170837  118.849312    4.349704
   34.000000  -167.737061  114.336380    4.349706
   34.100000  -169.831604  115.358322    4.349699
   34.200000  -139.881348  119.775703    4.349692
   34.300000  -168.492981  115.444351    4.349689
   34.400000  -150.259216  118.136108    4.349693
   34.500000  -184.567749  114.289238    4.349687
   34.600000  -167.208618  117.276146    4.349679
   34.700000  -179.264648  114.728348    4.349670
   34.800000  -205.445374  108.887794    4.349665
   34.900000  -204.580261  110.006065    4.349659
   35.000000  -203.307007  112.474518    4.349641
   35.100000  -178.581116  115.107521    4.349619
   35.200000  -150.023926  116.673325    4.349610
   35.300000  -133.603760  118.926361    4.349613
   35.400000  -149.996094  118.603210    4.349614
   35.500000  -156.932495  117.972031    4.349609
   35.600000  -163.992065  115.626419    4.349609
   35.700000  -180.340942  115.247398    4.349611
   35.800000  -173.883545  115.489471    4.349614
   35.900000  -168.843140  116.225143    4.349621
   36.000000  -176.437073  117.087440    4.349628
   36.100000  -144.401367  122.213036    4.349634
   36.200000  -132.433228  124.516411    4.349642
   36.300000  -134.671021  121.873329    4.349653
   36.400000  -170.930725  117.258011    4.349673
   36.500000  -160.550659  117.999695    4.349688
   36.600000  -140.198242  123.682487    4.349708
   36.700000  -139.617004  122.377327    4.349726
   36.800000  -143.645508  121.076340    4.349743
   36.900000  -135.868164  123.267136    4.349749
   37.000000  -140.702515  118.414268    4.349746
   37.100000  -125.049377  120.243851    4.349747
   37.200000  -131.542175  119.292328    4.349738
   37.300000  -125.441040  119.446533    4.349729
   37.400000  -96.629822  122.606979    4.349721
   37.500000  -71.769836  125.547958    4.349718
   37.600000  -63.514099  127.725960    4.349716
   37.700000  -45.998169  131.445923    4.349708
   37.800000  -41.924561  131.970627    4.349699
   37.900000  -46.303223  130.086563    4.349690
   38.000000  -63.721069  125.144821    4.349695
   38.100000  -57.635864  127.346504    4.349702
   38.200000  -84.518127  123.078041    4.349711
   38.300000  -98.464478  120.341354    4.349719
   38.400000  -112.708862  119.253822    4.349725
   38.500000  -115.987488  118.338905    4.349727
   38.600000  -82.642029  122.817070    4.349733
   38.700000  -59.153442  127.611923    4.349733
   38.800000  -52.285400  128.798248    4.349730
   38.900000  -47.000977  128.198257    4.349720
   39.000000  -57.632324  124.355919    4.349720
   39.100000  -68.721741  122.092453    4.349720
   39.200000  -72.940979  122.260834    4.349720
   39.300000  -79.041138  121.678894    4.349721
   39.400000  -78.553101  123.527939    4.349720
   39.500000  -100.318481  119.548615    4.349718
   39.600000  -101.445374  121.422607    4.349717
   39.700000  -103.881226  120.541344    4.349716
   39.800000  -80.167480  124.211861    4.349722
   39.900000  -82.395203  124.061401    4.349732
   40.000000  -109.990601  119.106926    4.349739
   40.100000  -103.547607  119.707611    4.349750
   40.200000  -100.922485  121.674767    4.349758
   40.300000  -123.593750  118.197838    4.349755
   40.400000  -137.425537  116.545044    4.349751
   40.500000  -173.721924  109.584930    4.349746
   40.600000  -161.635742  113.455147    4.349739
   40.700000  -152.257202  115.367332    4.349721
   40.800000  -170.414673  113.261566    4.349707
   40.900000  -178.078064  112.584091    4.349691
   41.000000  -172.293762  112.820198    4.349681
   41.100000  -184.288147  110.759071    4.349679
   41.200000  -165.724609  114.963799    4.349675
   41.300000  -145.556824  117.890694    4.349670
   41.400000  -112.782349  123.531410    4.349663
   41.500000  -128.429016  121.235519    4.349649
   41.600000  -126.548950  121.143166    4.349633
   41.700000  -141.125366  118.246002    4.349619
   41.800000  -120.131104  122.364250    4.349611
   41.900000  -121.905334  121.287109    4.349605
   42.000000  -94.744629  126.310539    4.349607
   42.100000  -99.121643  126.264053    4.349605
   42.200000  -117.117188  123.548340    4.349603
   42.300000  -141.018799  117.198174    4.349605
   42.400000  -142.104126  119.490997    4.349607
   42.500000  -136.578430  118.551025    4.349608
   42.600000  -159.713745  115.251663    4.349615
   42.700000  -161.054993  114.646126    4.349614
   42.800000  -168.672119  116.208900    4.349609
   42.900000  -178.540649  114.117859    4.349597
   43.000000  -147.574341  116.535973    4.349589
   43.100000  -152.872559  117.713188    4.349589
   43.200000  -147.649109  118.358658    4.349583
   43.300000  -152.359070  118.628754    4.349577
   43.400000  -155.987976  116.449463    4.349573
   43.500000  -170.128967  114.439301    4.349574
   43.600000  -145.218079  118.557381    4.349574
   43.700000  -130.113953  122.269318    4.349570
   43.800000  -145.045959  116.653267    4.349573
   43.900000  -150.722351  120.496689    4.349577
   44.000000  -131.214355  122.387299    4.349569
   44.100000  -125.335266  124.361404    4.349567
   44.200000  -114.317200  126.543015    4.349564
   44.300000  -131.301392  122.424019    4.349566
   44.400000  -131.580078  121.904785    4.349576
   44.500000  -145.743774  122.194366    4.349577
   44.600000  -135.941895  123.795929    4.349570
   44.700000  -159.281982  118.014008    4.349566
   44.800000  -157.526978  117.739525    4.349567
   44.900000  -151.105591  120.201393    4.349566
   45.000000  -146.259155  121.220726    4.349558
   45.100000  -135.489075  122.542244    4.349551
   45.200000  -134.762390  121.359917    4.349548
   45.300000  -104.004395  126.883972    4.349552
   45.400000  -111.160461  127.010277    4.349551
   45.500000  -102.367676  128.698578    4.349548
   45.600000  -109.958801  126.288643    4.349548
   45.700000  -146.145386  118.529846    4.349560
   45.800000  -141.304321  119.971367    4.349576
   45.900000  -131.572571  124.684349    4.349590
   46.000000  -143.706970  123.112915    4.349593
   46.100000  -154.606384  120.441406    4.349596
   46.200000  -150.937378  122.848846    4.349598
   46.300000  -155.012268  122.127998    4.349587
   46.400000  -164.165527  119.583748    4.349577
   46.500000  -188.135742  117.466454    4.349561
   46.600000  -192.041382  116.686584    4.349537
   46.700000  -199.863586  115.530312    4.349514
   46.800000  -175.654602  114.906258    4.349504
   46.900000  -164.592712  118.682411    4.349509
   47.000000  -174.337036  115.541939    4.349507
   47.100000  -157.706177  118.425880    4.349509
   47.200000  -138.340332  121.964844    4.349503
   47.300000  -140.594055  120.397278    4.349496
   47.400000  -121.425354  120.713013    4.349497
   47.500000  -94.953613  126.040321    4.349504
   47.600000  -83.118286  129.728226    4.349497
   47.700000  -80.983643  128.507172    4.349484
   47.800000  -77.519958  128.163086    4.349475
   47.900000  -85.267822  127.218445    4.349473
   48.000000  -102.653198  122.311897    4.349473
   48.100000  -113.064514  119.698395    4.349487
   48.200000  -106.669800  122.027939    4.349494
   48.300000  -102.654175  123.999702    4.349495
   48.400000  -109.217285  122.248787    4.349494
   48.500000  -136.495117  117.717758    4.349493
   48.600000  -146.667725  115.423553    4.349494
   48.700000  -136.323120  113.855194    4.349503
   48.800000  -123.843140  119.996201    4.349516
   48.900000  -90.947876  124.376617    4.349516
   49.000000  -100.903198  121.472534    4.349529
   49.100000  -107.688660  120.384476    4.349542
   49.200000  -109.283081  119.918716    4.349554
   49.300000  -134.458618  118.717598    4.349556
   49.400000  -111.784546  118.873093    4.349555
   49.500000  -84.400452  122.455048    4.349567
   49.600000  -80.082336  122.056351    4.349587
   49.700000  -86.176880  121.023323    4.349607
   49.800000  -101.731995  119.594391    4.349619
   49.900000  -107.570923  120.943848    4.349618
   50.000000  -119.723755  119.411186    4.349603
   50.100000  -86.284119  123.993721    4.349587
   50.200000  -87.681763  124.279762    4.349575
   50.300000  -80.672791  123.621986    4.349570
   50.400000  -116.343384  117.054207    4.349577
   50.500000  -71.914368  124.580360    4.349591
   50.600000  -92.857422  123.577316    4.349597
   50.700000  -104.125366  123.240479    4.349594
   50.800000  -106.700195  123.054512    4.349580
   50.900000  -131.622620  118.240677    4.349571
   51.000000  -115.563599  120.618073    4.349565
   51.100000  -85.499512  124.594757    4.349562
   51.200000  -99.867065  123.602264    4.349562
   51.300000  -87.952576  123.859436    4.349565
   51.400000  -102.801025  123.171654    4.349566
   51.500000  -113.948975  120.712585    4.349564
   51.600000  -112.762085  122.552780    4.349559
   51.700000  -88.800476  124.796532    4.349550
   51.800000  -71.214844  127.669998    4.349547
   51.900000  -88.438477  126.460945    4.349541
   52.000000  -88.988525  126.042175    4.349530
   52.100000  -80.906616  126.431068    4.349529
   52.200000  -92.444580  124.860138    4.349532
   52.300000  -84.530029  124.467422    4.349545
   52.400000  -109.466614  122.391800    4.349560
   52.500000  -106.002563  124.037643    4.349565
   52.600000  -114.616882  121.641167    4.349565
   52.700000  -104.218628  124.835495    4.349564
   52.800000  -120.368164  121.514816    4.349557
   52.900000  -137.795471  120.233261    4.349549
   53.000000  -117.001831  124.663429    4.349534
   53.100000  -156.990967  117.322639    4.349519
   53.200000  -147.494446  119.040253    4.349509
   53.300000  -138.058777  121.501457    4.349502
   53.400000  -153.724243  120.886040    4.349494
   53.500000  -161.774292  118.163292    4.349489
   53.600000  -175.139465  113.127640    4.349502
   53.700000  -193.789124  111.958717    4.349523
   53.800000  -201.674072  111.055519    4.349533
   53.900000  -184.594238  112.710075    4.349542
   54.000000  -178.359741  112.996338    4.349550
   54.100000  -189.049438  112.529945    4.349545
   54.200000  -137.773804  120.144012    4.349533
   54.300000  -135.794006  120.073669    4.349516
   54.400000  -172.360352  113.571564    4.349500
   54.500000  -145.730469  118.445427    4.349488
   54.600000  -116.149353  122.405724    4.349478
   54.700000  -121.715210  120.410347    4.349478
   54.800000  -120.536743  119.052635    4.349485
   54.900000  -130.568542  117.973579    4.349495
   55.000000  -121.825684  119.617958    4.349502
   55.100000  -117.146973  119.797241    4.349503
   55.200000  -120.569885  122.211685    4.349499
   55.300000  -108.620361  124.103523    4.349480
   55.400000  -95.193542  123.405670    4.349469
   55.500000  -122.417847  119.936508    4.349469
   55.600000  -118.685364  122.377945    4.349460
   55.700000  -115.572388  122.716728    4.349448
   55.800000  -149.953613  115.293831    4.349438
   55.900000  -127.658264  118.757248    4.349436
   56.000000  -149.468262  117.109375    4.349433
   56.100000  -136.925720  121.029846    4.349420
   56.200000  -159.855103  117.063652    4.349407
   56.300000  -153.385742  117.467010    4.349405
   56.400000  -160.658936  117.611107    4.349410
   56.500000  -135.921082  121.465363    4.349416
   56.600000  -115.312073  124.376961    4.349427
   56.700000  -136.260437  121.777863    4.349432
   56.800000  -153.047424  119.943924    4.349426
   56.900000  -157.568176  118.452736    4.349412
   57.000000  -182.018250  114.148949    4.349393
   57.100000  -191.911011  112.496582    4.349371
   57.200000  -174.867065  114.559319    4.349348
   57.300000  -141.175049  119.402222    4.349329
   57.400000  -144.749634  117.879631    4.349319
   57.500000  -141.291809  120.755226    4.349308
   57.600000  -126.238220  123.530304    4.349291
   57.700000  -83.956970  126.398247    4.349285
   57.800000  -103.450745  120.680542    4.349300
   57.900000  -94.671265  123.120453    4.349322
   58.000000  -118.444519  122.654068    4.349329
   58.100000  -102.048889  123.055786    4.349326
   58.200000  -97.357666  126.784294    4.349320
   58.300000  -123.193054  121.726212    4.349309
   58.400000  -131.543640  120.291039    4.349305
   58.500000  -131.961609  121.860825    4.349300
   58.600000  -129.449341  120.574173    4.349298
   58.700000  -122.122681  119.957008    4.349318
   58.800000  -154.302856  118.948006    4.349340
   58.900000  -141.300476  122.276932    4.349350
   59.000000  -118.069763  124.833961    4.349362
   59.100000  -130.863892  126.333061    4.349373
   59.200000  -130.881287  125.150009    4.349372
   59.300000  -121.550354  124.562256    4.349387
   59.400000  -169.390930  118.589798    4.349398
   59.500000  -155.725220  119.697334    4.349404
   59.600000  -154.603394  120.600525    4.349408
   59.700000  -129.590393  122.220085    4.349407
   59.800000  -130.277893  124.149536    4.349409
   59.900000  -126.309692  122.910561    4.349406
   60.000000  -148.726135  120.346260    4.349410
   60.100000  -133.051697  124.580208    4.349404
   60.200000  -137.785034  122.856277    4.349396
   60.300000  -134.838196  120.989410    4.349397
   60.400000  -110.816711  127.411842    4.349401
   60.500000  -99.607422  126.617241    4.349398
   60.600000  -111.021912  123.480896    4.349409
   60.700000  -120.002869  123.860039    4.349417
   60.800000  -135.534180  122.603523    4.349417
   60.900000  -128.807129  122.958702    4.349408
   61.000000  -142.351501  119.198082    4.349403
   61.100000  -143.389343  119.229149    4.349401
   61.200000  -155.725647  118.143845    4.349393
   61.300000  -174.777100  113.985931    4.349386
   61.400000  -159.526611  114.698311    4.349386
   61.500000  -136.191162  118.574059    4.349391
   61.600000  -145.006226  119.624870    4.349393
   61.700000  -135.572327  121.832062    4.349380
   61.800000  -145.263306  117.845215    4.349372
   61.900000  -160.882324  114.800735    4.349372
   62.000000  -156.008667  118.687775    4.349371
   62.100000  -173.416077  114.920540    4.349360
   62.200000  -153.485291  116.503067    4.349355
   62.300000  -148.161682  118.978279    4.349350
   62.400000  -135.858276  120.585220    4.349342
   62.500000  -156.911743  118.056046    4.349335
   62.600000  -141.759033  118.874489    4.349331
   62.700000  -143.173035  119.480835    4.349333
   62.800000  -145.349182  118.860611    4.349336
   62.900000  -155.434570  118.337135    4.349339
   63.000000  -138.254639  122.881058    4.349334
   63.100000  -147.030212  120.816391    4.349322
   63.200000  -139.946289  120.722603    4.349316
   63.300000  -123.965027  124.943123    4.349308
   63.400000  -113.483887  124.997490    4.349299
